1.0	1.611625	glass_break
3.7665625	4.6143125	glass_break
7.0858125	7.7575	glass_break
10.6166875	10.6775625	glass_break
13.2824375	14.1106875	glass_break
16.6778125	17.5615	glass_break
20.4175625	21.378625	glass_break
24.2273125	24.89375	glass_break
27.1294375	27.966625	glass_break
30.33125	30.7049375	glass_break
33.001875	33.730125	glass_break
36.0266875	36.3159375	glass_break
39.205875	40.034125	glass_break
42.8141875	43.9818125	glass_break
46.5791875	47.39175	glass_break
49.96675	50.801375	glass_break
53.3434375	53.9550625	glass_break
61.422125	62.269875	glass_break
64.6594375	65.543125	glass_break
68.38825	69.0546875	glass_break
71.2780625	72.0063125	glass_break
74.302875	74.592125	glass_break
77.4375	78.255375	glass_break
80.8728125	82.168125	glass_break
84.49975	84.9315625	glass_break
