1.3045	2.076	scream_male
4.3830625	5.9290625	scream_male
8.141875	9.022125	scream_male
11.2219375	13.5361875	scream_male
15.998375	17.9379375	scream_male
20.167	26.404	scream_male
28.731625	29.916	scream_male
32.1265625	33.1996875	scream_male
35.2654375	36.8660625	scream_male
39.099	39.594125	scream_male
41.6865625	43.2610625	scream_male
45.732375	47.9468125	scream_male
49.962	50.5008125	scream_male
52.59425	53.460125	scream_male
55.56225	57.9454375	scream_male
60.5769375	62.03575	scream_male
64.0583125	67.379	scream_male
69.637125	70.638	scream_male
72.916125	78.926375	scream_male
81.2145	82.9195	scream_male
